id,slug,sku,category,sourceName,proposedEnglishName,sourceDescription,proposedEnglishDescription,status,notes
4b8682a1-d776-4db3-814a-6c91f0000250,KIMCHI-5013,KIMCHI-5013,Słodycze / Przekąski,Chipsy Minecraft Spicy TNT pikantne 158g - Pringles,Chipsy Minecraft Spicy TNT 158g - Pringles,Uwaga! Krótka data minimalnej trwałości. Najlepiej spożyć do: 20.06.2025 Produkty z krótkim terminem ważności nie podlegają zwrotom. Chipsy Minecraft Spicy TNT pikantne 158g - Pringles,Chipsy Minecraft Spicy TNT 158g - Pringles offers a spicy flavor for a crunchy snack experience.,translated,
4ed353c4-fc08-4d79-8f1a-ba538c26701f,KIMCHI-4579,KIMCHI-4579,Słodycze / Przekąski,"Chipsy Nori Kimchi 18 szt x 4,5g - Sen Soy",Chipsy Nori Kimchi 18 pcs x 4.5g - Sen Soy,"Opakowanie zbiorcze 18 szt x 4,5g Chrupiące płatki algów nori w wersji Kimchi - prażone z dodatkiem oleju sezamowego, a następnie oprószone pikantną mieszanką czerwonej papryki i soli. Ta naturalna, azjatycka przekąska z pazurem sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original , Wasabi , Kimchi oraz Teriyaki . Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Kimchi 18 pcs x 4.5g - Sen Soy are seaweed snacks with a kimchi flavor.,translated,
7bce1ed3-a9c9-4c89-8798-a881caf1d6ac,KIMCHI-2586,KIMCHI-2586,Słodycze / Przekąski,"Chipsy Nori Kimchi 4,5g - Sen Soy",Chipsy Nori Kimchi 4.5g - Sen Soy,"Chrupiące płatki algów nori w wersji Kimchi - prażone z dodatkiem oleju sezamowego, a następnie oprószone pikantną mieszanką czerwonej papryki i soli. Ta naturalna, azjatycka przekąska z pazurem sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original , Wasabi , Kimchi oraz Teriyaki . Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Kimchi 4.5g - Sen Soy is a single serving of seaweed snack with kimchi flavor.,translated,
934f25f6-b4f8-4953-a74a-f6d7879a1ea2,KIMCHI-5433,KIMCHI-5433,Słodycze / Przekąski,"Chipsy Nori Olive Oil 24 szt x 4,5g - Sen Soy",Chipsy Nori Olive Oil 24 pcs x 4.5g - Sen Soy,"Opakowanie zbiorcze 24 szt x 4,5g Chrupiące płatki algów nori w wersji z oliwą z oliwek - oprószone solą i prażone z dodatkiem oleju sezamowego. Ta naturalna, azjatycka przekąska sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w pięciu wariantach smakowych: Olive Oil, Original , Wasabi , Kimchi oraz Teriyaki. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Olive Oil 24 pcs x 4.5g - Sen Soy are seaweed snacks flavored with olive oil.,translated,
c1ae1962-12b1-49e8-9056-3d4d29ad3ed1,KIMCHI-5432,KIMCHI-5432,Słodycze / Przekąski,"Chipsy Nori Olive Oil 4,5g - Sen Soy",Chipsy Nori Olive Oil 4.5g - Sen Soy,"Chrupiące płatki algów nori w wersji z oliwą z oliwek - oprószone solą i prażone z dodatkiem oleju sezamowego. Ta naturalna, azjatycka przekąska sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w pięciu wariantach smakowych: Olive Oil, Original , Wasabi , Kimchi oraz Teriyaki. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Olive Oil 4.5g - Sen Soy is a single serving of seaweed snack with olive oil flavor.,translated,
7f6f0135-8699-44f0-a17a-6e7d24e15c37,KIMCHI-4581,KIMCHI-4581,Słodycze / Przekąski,"Chipsy Nori Original z solą 18 szt x 4,5g - Sen Soy",Chipsy Nori Original with Salt 18 pcs x 4.5g - Sen Soy,"Opakowanie zbiorcze 18 szt x 4,5g Chrupiące płatki algów nori w wersji klasycznej - oprószone solą i prażone z dodatkiem oleju sezamowego. Ta naturalna, azjatycka przekąska sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original, Wasabi , Kimchi oraz Teriyaki. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Original with Salt 18 pcs x 4.5g - Sen Soy are seaweed snacks seasoned with salt.,translated,
3846c4e9-4736-4d4b-84ab-dcc51e520e93,KIMCHI-2613,KIMCHI-2613,Słodycze / Przekąski,"Chipsy Nori Original z solą 4,5g - Sen Soy",Chipsy Nori Original with Salt 4.5g - Sen Soy,"Chrupiące płatki algów nori w wersji klasycznej - oprószone solą i prażone z dodatkiem oleju sezamowego. Ta naturalna, azjatycka przekąska sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original, Wasabi , Kimchi oraz Teriyaki. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Original with Salt 4.5g - Sen Soy is a single serving of seaweed snack with salt.,translated,
33b58696-065a-49c6-9b20-f35cec0c8cb4,KIMCHI-4582,KIMCHI-4582,Słodycze / Przekąski,"Chipsy Nori Original z solą 60 szt x 2,5g - Sen Soy",Chipsy Nori Original with Salt 60 pcs x 2.5g - Sen Soy,"Opakowanie zbiorcze 60 szt x 2,5g Chrupiące płatki algów nori w wersji klasycznej - oprószone solą i prażone z dodatkiem oleju sezamowego. Ta naturalna, azjatycka przekąska sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original, Wasabi , Kimchi oraz Teriyaki. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Original with Salt 60 pcs x 2.5g - Sen Soy are small seaweed snacks seasoned with salt.,translated,
14c14de4-1e67-4ed0-925a-53bb64d5aa9c,KIMCHI-4580,KIMCHI-4580,Słodycze / Przekąski,"Chipsy Nori Teriyaki 18 szt x 4,5g - Sen Soy",Chipsy Nori Teriyaki 18 pcs x 4.5g - Sen Soy,"Opakowanie zbiorcze 18 szt x 4,5g Chrupiące płatki alg nori w wersji Teriyaki - prażone z dodatkiem oleju sezamowego i słodko-słonego sosu sojowego Teriyaki. Ta naturalna, azjatycka przekąska sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original , Wasabi , Kimchi oraz Teriyaki. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Chipsy Nori Teriyaki 18 pcs x 4.5g - Sen Soy are seaweed snacks with a teriyaki flavor.,translated,
21a03eae-439a-4983-99ac-e4af117cad8b,KIMCHI-2587,KIMCHI-2587,Słodycze / Przekąski,"Chipsy Nori Teriyaki 4,5g - Sen Soy",Nori Teriyaki Chips 4.5g - Sen Soy,"Chrupiące płatki alg nori w wersji Teriyaki - prażone z dodatkiem oleju sezamowego i słodko-słonego sosu sojowego Teriyaki. Ta naturalna, azjatycka przekąska sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original , Wasabi , Kimchi oraz Teriyaki. Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Nori Teriyaki Chips 4.5g - Sen Soy,translated,
179e1a2e-6edd-44b1-b37b-5ffc097357ae,KIMCHI-4578,KIMCHI-4578,Słodycze / Przekąski,"Chipsy Nori Wasabi 18 szt x 4,5g - Sen Soy",Nori Wasabi Chips 18 pcs x 4.5g - Sen Soy,"Opakowanie zbiorcze 18 szt x 4,5g Chrupiące płatki algów nori w wersji Wasabi - prażone z dodatkiem oleju sezamowego, a następnie oprószone pikantną mieszanką japońskiego chrzanu i soli. Ta naturalna, azjatycka przekąska z pazurem sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original , Wasabi, Kimchi oraz Teriyaki . Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Nori Wasabi Chips 18 pcs x 4.5g - Sen Soy,translated,
7eff19f6-4ff1-49ac-b715-1d0141c8ce4d,KIMCHI-2585,KIMCHI-2585,Słodycze / Przekąski,"Chipsy Nori Wasabi 4,5g - Sen Soy",Nori Wasabi Chips 4.5g - Sen Soy,"Chrupiące płatki algów nori w wersji Wasabi - prażone z dodatkiem oleju sezamowego, a następnie oprószone pikantną mieszanką japońskiego chrzanu i soli. Ta naturalna, azjatycka przekąska z pazurem sprawdzi się jako smaczny i wartościowy zamiennik dla tłustych chipsów i innych niezdrowych przekąsek. Nori kryje w sobie źródło dobroczynnych składników, takich jak witamina B12, błonnik, żelazo, szereg aminokwasów oraz odżywcze tłuszcze omega-3. Dostępna w czterech wariantach smakowych: Original , Wasabi, Kimchi oraz Teriyaki . Uwaga – Produkt naturalnie bogaty w jod. Nadmierne spożycie może zakłócić prawidłową pracę tarczycy. Zalecana porcja do spożycia to 10 g nori dziennie. Nie spożywać więcej niż 47 g na dobę.",Nori Wasabi Chips 4.5g - Sen Soy,translated,
4f53b694-a76f-4d3d-a254-c9b393bfa805,KIMCHI-4828,KIMCHI-4828,Słodycze / Przekąski,Chipsy Numb & Spicy Hot Pot Flavor o smaku pikantnego hot pota 70g - Lay's,Numb & Spicy Hot Pot Flavor Chips 70g - Lay's,Chipsy Numb & Spicy Hot Pot Flavor o smaku pikantnego hot pota 70g - Lay's,Numb & Spicy Hot Pot Flavor Chips 70g - Lay's,translated,
0e1aea00-8cc0-4702-9b19-1300dcb76f53,KIMCHI-5217,KIMCHI-5217,Słodycze / Przekąski,Chipsy Octopus and Wasabi o smaku ośmiornicy z wasabi 70g - Lay's,Octopus and Wasabi Chips 70g - Lay's,Chipsy Octopus and Wasabi o smaku ośmiornicy z wasabi 70g - Lay's,Octopus and Wasabi Chips 70g - Lay's,translated,
135847f9-8b49-4862-a59c-df3ed34a8a16,KIMCHI-4523,KIMCHI-4523,Słodycze / Przekąski,"Chipsy, prażynki czosnkowe do smażenia Krupuk Bawang Fancy 250g - Finna",Garlic Fried Chips Krupuk Bawang Fancy 250g - Finna,"Chipsy, prażynki do smażenia Krupuk Bawang Fancy 250g - Finna Prażynki smażymy na głębokim oleju, wykorzystując olej roślinny o wysokim punkcie dymienia, np. rzepakowy. Prażynki wrzucamy pojedynczo na rozgrzany tłuszcz o temperaturze 180-190°C, smażymy przez ok. +/- 10 sekund do powiększenia i uzyskania chrupiącej tekstury, a następnie odkładamy na papierowy ręcznik lub bibułkę śniadaniową do odsączenia. Uwaga! Przy zbyt niskiej temperaturze oleju, chipsy nie będą się powiększać i nabiorą nieprzyjemnie twardej konsystencji. Wskazówka - Prażynki znakomicie komponują się ze słodkimi i pikantnymi dipami, takimi jak sos słodko-kwaśny, sambal oelek czy orzechowy sos satay.",Garlic Fried Chips Krupuk Bawang Fancy 250g - Finna,translated,
ec3c4fde-f87d-44d2-8baf-bcc96206fb57,KIMCHI-4542,KIMCHI-4542,Słodycze / Przekąski,"Chipsy, prażynki krewetkowe do smażenia 3x2cm Krupuk Udang Sidoarjo 250g - Finna",Shrimp Fried Chips 3x2cm Krupuk Udang Sidoarjo 250g - Finna,"Chipsy, prażynki krewetkowe do smażenia 3x2cm Krupuk Udang Sidoarjo 250g - Finna Prażynki smażymy na głębokim oleju, wykorzystując olej roślinny o wysokim punkcie dymienia, np. rzepakowy. Prażynki wrzucamy pojedynczo na rozgrzany tłuszcz o temperaturze 180-190°C, smażymy przez ok. +/- 10 sekund do powiększenia i uzyskania chrupiącej tekstury, a następnie odkładamy na papierowy ręcznik lub bibułkę śniadaniową do odsączenia. Uwaga! Przy zbyt niskiej temperaturze oleju, chipsy nie będą się powiększać i nabiorą nieprzyjemnie twardej konsystencji. Wskazówka - Prażynki znakomicie komponują się ze słodkimi i pikantnymi dipami, takimi jak sos słodko-kwaśny, sambal oelek czy orzechowy sos satay.",Shrimp Fried Chips 3x2cm Krupuk Udang Sidoarjo 250g - Finna,translated,
92bbdc3f-d6f8-40f3-a7b6-40debdec9e24,KIMCHI-4543,KIMCHI-4543,Słodycze / Przekąski,"Chipsy, prażynki krewetkowe do smażenia 6x4cm Krupuk Udang Sidoarjo 250g - Finna",Shrimp Fried Chips 6x4cm Krupuk Udang Sidoarjo 250g - Finna,"Chipsy, prażynki krewetkowe do smażenia 6x4cm Krupuk Udang Sidoarjo 250g - Finna Prażynki smażymy na głębokim oleju, wykorzystując olej roślinny o wysokim punkcie dymienia, np. rzepakowy. Prażynki wrzucamy pojedynczo na rozgrzany tłuszcz o temperaturze 180-190°C, smażymy przez ok. +/- 10 sekund do powiększenia i uzyskania chrupiącej tekstury, a następnie odkładamy na papierowy ręcznik lub bibułkę śniadaniową do odsączenia. Uwaga! Przy zbyt niskiej temperaturze oleju, chipsy nie będą się powiększać i nabiorą nieprzyjemnie twardej konsystencji. Wskazówka - Prażynki znakomicie komponują się ze słodkimi i pikantnymi dipami, takimi jak sos słodko-kwaśny, sambal oelek czy orzechowy sos satay.",Shrimp Fried Chips 6x4cm Krupuk Udang Sidoarjo 250g - Finna,translated,
bea93ce4-5762-4134-b43b-f1359d3cf47f,KIMCHI-5040,KIMCHI-5040,Słodycze / Przekąski,Chipsy Shiawase Honey & Butter smak miodowo-maślany 55g - Calbee,Shiawase Honey & Butter Chips 55g - Calbee,Chipsy Shiawase Honey & Butter smak miodowo-maślany 55g - Calbee,Shiawase Honey & Butter Chips 55g - Calbee,translated,
032ec91b-9918-45a9-b3a8-e87f363fc65b,KIMCHI-4930,KIMCHI-4930,Słodycze / Przekąski,Chipsy Smokey BBQ Lovers Pizza 102g - Pringles,Smokey BBQ Lovers Pizza Chips 102g - Pringles,Chipsy Smokey BBQ Lovers Pizza 102g - Pringles,Smokey BBQ Lovers Pizza Chips 102g - Pringles,translated,
73c8cdc8-e49c-4a66-8cfb-88aa4cb66d2b,KIMCHI-5525,KIMCHI-5525,Słodycze / Przekąski,Chipsy Spicy Rose Tteokbokki 100g - Pringles,Chipsy Spicy Rose Tteokbokki 100g - Pringles,Chipsy Spicy Rose Tteokbokki 100g - Pringles,Chipsy Spicy Rose Tteokbokki 100g - Pringles,translated,
4a1c0805-3cee-4c49-bab8-898e563f9f6d,KIMCHI-5526,KIMCHI-5526,Słodycze / Przekąski,Chipsy Sweet N' Spicy Korean Fried Chicken 100g - Pringles,Chipsy Sweet N' Spicy Korean Fried Chicken 100g - Pringles,Chipsy Sweet N' Spicy Korean Fried Chicken 100g - Pringles,Chipsy Sweet N' Spicy Korean Fried Chicken 100g - Pringles,translated,
efc1d6c3-bd57-4201-8fb3-3beec529adc0,KIMCHI-5528,KIMCHI-5528,Słodycze / Przekąski,Chipsy Sweet Onion smak słodkiej cebulki 100g - Pringles,Chipsy Sweet Onion 100g - Pringles,Chipsy Sweet Onion smak słodkiej cebulki 100g - Pringles,Chipsy Sweet Onion 100g - Pringles,translated,
