id,slug,sku,category,sourceName,proposedEnglishName,sourceDescription,proposedEnglishDescription,status,notes
be483b8b-93ee-4182-ad5e-bb9ca2a7389c,KIMCHI-1365,KIMCHI-1365,Napoje,"Milkis, mleczny napój gazowany o smaku truskawkowym z witaminami 250ml - LOTTE","Milkis, strawberry flavored carbonated milk drink with vitamins 250ml - LOTTE","Mieszkańcy Japonii i Korei przepadają za mlecznymi smakołykami. Wśród ulubionych przysmaków zachodniej Azji znajdziemy rozmaite budynie, cukierki, ciasteczka i inne desery o smaku mleka, jogurtu i śmietanki. Koreańska marka LOTTE, znana ze swoich słodkich wyrobów (m.in. Pepero , Choco-Pie ) poszła o krok dalej i wpadła na innowacyjny pomysł , by stworzyć napój jakiego jeszcze nie było. Tak powstał Milkis – delikatnie gazowany napój o orzeźwiającej, cytrusowej nucie z dodatkiem mleka i jogurtu . Jego jedwabista konsystencja i soczysty, jogurtowo-owocowy smak to połączenie, które gwarantuje wyjątkowe wrażenia smakowe. Czy dasz się zaskoczyć urokowi Milkis? Zachęcamy do spróbowania. :) Napój Milkis o smaku truskawki i jogurtu wzbogacony jest witaminami A, C oraz D3. Witamina A dba o zdrowie aparatu wzrokowego, sprzyja procesom regeneracji komórek oraz ma właściwości antynowotworowe. Witaminy D3 odpowiada za zdrowie układu kostnego oraz utrzymanie prawidłowego działania układu nerwowego. Wraz z witaminą C wspiera układ odpornościowy, zapobiegając infekcjom i zwalczając stany zapalne organizmu. Spróbuj też innych smaków Milkis ! Do wyboru melon, truskawka oraz oryginalny Milkis jogurtowy. Ostrzeżenia o alergenach – Produkt zawiera soję oraz mleko.",Strawberry flavored carbonated milk drink with added vitamins.,needs_review,review_possible_claim
68dfa501-74cb-454b-918c-2c71f4acc13b,KIMCHI-240,KIMCHI-240,Moździerze,Moździerz granitowy - śr. 14cm,Granite Mortar - 14cm,"Granitowy moździerz z tłuczkiem z naturalnego kamienia to trwałe i stylowe narzędzie kuchenne. Ułatwia ucieranie przypraw, past i ziół, pozwalając wydobyć ich głęboki aromat. Ciężki, stabilny i niezawodny – idealny do kuchni azjatyckiej.","Granite mortar with a pestle made from natural stone, ideal for grinding spices, pastes, and herbs.",needs_review,review_brand_missing:śr. 14cm
0784006d-ac65-402d-bb8f-b952e6073fa2,KIMCHI-241,KIMCHI-241,Moździerze,"Moździerz granitowy - śr. 15,5cm",Granite Mortar - 15.5cm,"Moździerz granitowy z tłuczkiem z naturalnego kamienia. Idealny do miażdżenia, rozdrabniania oraz rozcierania przypraw, ziół i dodatków kuchni orientalnej. Ponieważ moździerz wykonany jest z naturalnego kamienia, wymiary mogą nieznacznie odbiegać od podanych w ofercie. Wyprodukowano w Chinach.",Granite mortar for grinding spices and herbs.,needs_review,"review_brand_missing:śr. 15,5cm"
62aa5b36-9d31-4a7d-a941-f065f470dfd0,KIMCHI-229,KIMCHI-229,Moździerze,Moździerz granitowy - śr. 18cm,Granite Mortar - 18cm,"Granitowy moździerz z tłuczkiem z naturalnego kamienia to niezastąpione narzędzie do rozdrabniania ziół, przypraw i past. Solidny, ciężki i wygodny w użyciu – wydobywa głębię aromatów w kuchni orientalnej i domowych przepisach.","Granite mortar with a pestle, perfect for crushing herbs and spices.",needs_review,review_brand_missing:śr. 18cm
f7b85cd1-fb43-4a48-b996-ebaababf3d9d,KIMCHI-5033,KIMCHI-5033,Napoje,Napój Dekavita C z witaminami 210ml - Suntory,Dekavita C Drink with Vitamins 210ml - Suntory,Napój Dekavita C z witaminami 210ml - Suntory,Dekavita C drink with vitamins in a 210ml bottle.,needs_review,review_possible_claim
7cc616a6-d0dc-4de2-9b8d-c34b9ba554ea,KIMCHI-2328,KIMCHI-2328,Oleje,Olej sojowy z chili 250ml - Healthy Boy,Chili Soy Sauce 250ml - Healthy Boy,"Tajski olej chili na bazie oleju sojowego i pasty z czerwonych papryczek chili, przyprawiany suszonymi krewetkami, czosnkiem i czerwoną cebulą. Ostry i aromatyczny, służy jako uniwersalna przyprawa do potraw z całego świata. Nada smak każdemu daniu stir-fry, doda pikanterii mięsom i owocom morza, a także pokreśli walory ostro-kwaśnych zup. To również ciekawy dodatek do wielu surówek. Dzięki zastosowaniu oleju sojowego, olej Healthy Boy posiada wysoki punkt dymienia, dzięki czemu znakomicie sprawdza się jako tłuszcz do woka. Dodaje potrawom ostrości, a przy okazji delikatnie je zabarwia, nadając makaronom i zupom smakowitej, ciepłej barwy. Jako popularny składnik dań z każdego zakątka Azji, stanowi niezbędny element w kuchni każdego entuzjasty kuchni orientalnej. Po otwarciu przechowywać w lodówce.",Soy sauce infused with chili flavor.,needs_review,review_possible_claim
5797bd74-d97b-4432-973e-38cd1701a3be,KIMCHI-29,KIMCHI-29,Pałeczki i sztućce,Pałeczki bambusowe 21cm w kopertach - 50 par,Bamboo Chopsticks 21cm in Sleeves - 50 pairs,"50 par jednorazowych pałeczek bambusowych w papierowych owijkach to praktyczny zestaw dla fanów azjatyckich potraw. Idealne do azjatyckich potraw, pomagają jeść wolniej, co sprzyja trawieniu i kontroli porcji.","50 pairs of disposable bamboo chopsticks in paper sleeves, perfect for Asian dishes.",needs_review,review_brand_missing:50 par
cbced7b6-cc8e-40a1-bd94-0d9c61a5738e,KIMCHI-2198,KIMCHI-2198,Pałeczki i sztućce,"Pałeczki bambusowe białe - wzór Maneki-neko 22,5 cm (5 par)",White Bamboo Chopsticks - Maneki-neko Pattern 22.5 cm (5 pairs),"Zestaw 5 par białych, drewnianych pałeczek 22,5 cm ozdobionych wzorami przedstawiającymi japońskie koty szczęścia Maneki-neko. Bezbłędnie sprawdzą się podczas serwowania dań azjatyckich oraz jako uroczy prezent w orientalnym stylu.",Set of 5 pairs of white wooden chopsticks decorated with Maneki-neko lucky cat designs.,needs_review,review_brand_missing:(5 par)
da297a39-9292-42d0-9871-5716e64eb4fd,KIMCHI-2199,KIMCHI-2199,Pałeczki i sztućce,"Pałeczki bambusowe brązowe - wzór Koty 22,5 cm (5 par)",Brown Bamboo Chopsticks - Cat Pattern 22.5 cm (5 pairs),"Zestaw 5 par drewnianych pałeczek 22,5 cm w 3 różnych odcieniach, ozdobionych kocim motywem. Bezbłędnie sprawdzą się podczas serwowania dań azjatyckich oraz jako uroczy prezent w orientalnym stylu.",Set of 5 pairs of wooden chopsticks in brown shades with a cat motif.,needs_review,review_brand_missing:(5 par)
e043534b-3088-4a3b-97d3-c98ec437be7f,KIMCHI-2900,KIMCHI-2900,Pałeczki i sztućce,"Pałeczki bambusowe - Niebieskie Wzory 22,5 cm (5 par)",Bamboo Chopsticks - Blue Patterns 22.5 cm (5 pairs),"Zestaw 5 par naturalnych, drewnianych pałeczek 22,5 cm z kilkoma różnymi nadrukami utrzymanymi w ciemnoniebieskiej kolorystyce. Bezbłędnie sprawdzą się podczas serwowania dań azjatyckich oraz jako uroczy prezent w orientalnym stylu.",Set of 5 pairs of natural wooden chopsticks with various dark blue prints.,needs_review,review_brand_missing:(5 par)
580203b9-a171-4eb7-bbfd-2a6e822f475d,KIMCHI-2201,KIMCHI-2201,Pałeczki i sztućce,Pałeczki ze stali nierdzewnej 23cm - 1 para,Stainless Steel Chopsticks 23cm - 1 Pair,"Minimalistyczne pałeczki ze stali nierdzewnej o przyjemnym połysku i żłobionych końcach. Stalowe pałeczki to połączenie prostej elegancji i nowoczesnego wykonania. Przyjazne środowisku i niezwykle trwałe, przy odrobinie dbałości mogą posłużyć nam przez długie lata. Żłobione zakończenie pałeczek ułatwia chwytanie i zapobiega ""wyskakiwaniu"" trzymanej porcji jedzenia. Pałeczki wielokrotnego użytku to znakomity nabytek dla każdego wielbiciela kuchni Azji Wschodniej. Wykonane ze stali nierdzewnej, sprawią przyjemność każdemu eko-pozytywnemu obywatelowi. ;) Tradycja jedzenia pałeczkami sięga kilku tysięcy lat. Jedzenie przy pomocy pałeczek jest bardzo zdrowe i pomaga w odchudzaniu. Dzięki nim jemy wolniej i nabieramy mniejsze porcje, przez co nasz organizm ma czas, aby ""powiedzieć nam"", kiedy jesteśmy najedzeni. Materiał: Stal nierdzewna",Stainless steel chopsticks for enjoying Asian cuisine.,needs_review,review_brand_missing:1 para
14451512-9b65-44ad-bc39-67628888b684,KIMCHI-2158,KIMCHI-2158,Parowary bambusowe,"Parowar bambusowy okrągły, dwupiętrowy 20 cm - Shi Ba Ling","Round Bamboo Steamer, Two-Tier 20 cm - Shi Ba Ling",Tradycyjny bambusowy parowar z dwoma sitkami to idealne naczynie do zdrowego gotowania. Umożliwia przygotowanie lekkich dań bez utraty smaku i wartości – od warzyw po pierożki i owoce morza. Mniejszy rozmiar ułatwia przechowywanie.,"Traditional bamboo steamer with two tiers, perfect for healthy cooking of various dishes.",needs_review,review_possible_claim
a4c28158-042e-47e4-ae18-b82f39b765ea,KIMCHI-4227,KIMCHI-4227,Pasty smakowe,Pasta trawa cytrynowa mielona 100ml - Thai Hertiage,Ground Lemongrass Paste 100ml - Thai Heritage,"Oryginalna tajska trawa cytrynowa w wygodnej postaci zmielonej pasty. Posiada niezwykły, subtelny cytrusowy aromat i lekki orzeźwiający posmak. Idealnie podkreśla smak potraw z krewetek i owoców morza. Roślina ta pochodzi z tropikalnych rejonów Azji, Afryki i Ameryki Południowej. Jest ogromnie popularna w kuchniach azjatyckich, wręcz niezbędna w daniach tajskich, np. curry czy tom kha. Ale możemy użyć jej z powodzeniem wszędzie tam, gdzie zależy nam nadaniu cytynowej nuty.",Ground lemongrass paste for enhancing flavors in your dishes.,needs_review,review_brand_missing:Thai Hertiage
89535a4a-9a8b-4127-8354-3a37f7f0414c,KIMCHI-2238,KIMCHI-2238,Pałeczki i sztućce,"Plastikowe pałeczki z pomocnikiem 22,5cm - Miś Panda",Plastic Chopsticks with Helper 22.5cm - Panda Bear,"Para lekkich, plastikowych pałeczek w kolorze czarnym z obciążającą nakładką w kształcie misia Pandy. Gumowy pomocnik zapobiega ""uciekaniu"" patyczków z ręki podczas jedzenia, dzięki czemu skutecznie ułatwia naukę posługiwania się pałeczkami. Uroczy projekt i nowo-nabyta wygoda na pewno przypadną do gustu zarówno dzieciom, jak i dorosłym. Pałeczki z pomocnikiem to świetny prezent dla początkujących użytkowników pałeczek i atrakcyjny sposób na usprawnienie motoryki małej. Gumowa nakładka jest bardzo łatwa w obsłudze i odpowiednia do wielokrotnego użytku.","Plastic chopsticks with a helper for easier use, designed with a panda theme.",needs_review,review_brand_missing:Miś Panda
125829c9-da67-4dbf-bed0-bf62c450e6ff,KIMCHI-2235,KIMCHI-2235,Pałeczki i sztućce,"Plastikowe pałeczki z pomocnikiem 22,5cm - Miś Rilakkuma",Plastic Chopsticks with Helper 22.5cm - Rilakkuma Bear,"Para lekkich, plastikowych pałeczek w kolorze pomarańczowym z obciążającą nakładką w kształcie jednego z ulubionych misiów Japonii - Rilakkumy. Gumowy pomocnik zapobiega ""uciekaniu"" patyczków z ręki podczas jedzenia, dzięki czemu skutecznie ułatwia naukę posługiwania się pałeczkami. Uroczy projekt i nowo-nabyta wygoda na pewno przypadną do gustu zarówno dzieciom, jak i dorosłym. Pałeczki z pomocnikiem to świetny prezent dla początkujących użytkowników pałeczek i atrakcyjny sposób na usprawnienie motoryki małej. Gumowa nakładka jest bardzo łatwa w obsłudze i odpowiednia do wielokrotnego użytku.","Plastic chopsticks with a helper for easier use, featuring Rilakkuma design.",needs_review,review_brand_missing:Miś Rilakkuma
20555e2a-353a-4eb4-b1aa-a467751da671,KIMCHI-3633,KIMCHI-3633,Pałeczki i sztućce,Podstawka hashi-oki pod pałeczki Maneki Neko - 1 sztuka,Hashi-Oki Chopstick Rest Maneki Neko - 1 Piece,"Porcelanowa podstawka hashi-oki w kształcie maneki neko - japońskiego kotka szczęścia. Eleganckie, a zarazem niezaprzeczalnie urocze hashi-oki utrzymane w minimalistycznej, japońskiej estetyce sprawdzi się jako wyjątkowa ozdoba każdego stołu, ciesząc oko i zapewniając praktyczne oparcie dla używanych pałeczek. Produkt dostępny w kilku wariantach. Wzór wybierany losowo. Tradycyjny stojak hashi-oki umożliwia odłożenie pałeczek w trakcie posiłku w zgodzie z zasadami wschodniego savoir vivre'u. Tradycja jedzenia pałeczkami sięga kilku tysięcy lat. Jedzenie przy pomocy pałeczek jest bardzo zdrowe i pomaga w odchudzaniu. Dzięki nim jemy wolniej i nabieramy mniejsze porcje, przez co nasz organizm ma czas, aby ""powiedzieć nam"", kiedy jesteśmy najedzeni. Zalecamy mycie ręczne. Materiał: ceramika Wymiary podstawki: 5 cm","Chopstick rest featuring Maneki Neko design, perfect for your dining table.",needs_review,review_brand_missing:1 sztuka
1c33534d-893e-4684-a7b5-c280df9e2c30,KIMCHI-3634,KIMCHI-3634,Pałeczki i sztućce,Podstawka hashi-oki pod pałeczki Panda - 1 sztuka,Hashi-Oki Chopstick Rest Panda - 1 Piece,"Porcelanowa podstawka hashi-oki w kształcie czarno-białych misiów panda. Eleganckie, a zarazem niezaprzeczalnie urocze hashi-oki utrzymane w minimalistycznej, japońskiej estetyce sprawdzi się jako wyjątkowa ozdoba każdego stołu, ciesząc oko i zapewniając praktyczne oparcie dla używanych pałeczek. Miniaturowe, wylegujące się pandy wprowadzą wesoły klimat przy każdym posiłku. Już teraz udziela nam się ten błogi nastrój... :) Produkt dostępny w kilku wariantach. Wzór wybierany losowo. Tradycyjny stojak hashi-oki umożliwia odłożenie pałeczek w trakcie posiłku w zgodzie z zasadami wschodniego savoir vivre'u. Tradycja jedzenia pałeczkami sięga kilku tysięcy lat. Jedzenie przy pomocy pałeczek jest bardzo zdrowe i pomaga w odchudzaniu. Dzięki nim jemy wolniej i nabieramy mniejsze porcje, przez co nasz organizm ma czas, aby ""powiedzieć nam"", kiedy jesteśmy najedzeni. Zalecamy mycie ręczne. Materiał: ceramika Wymiary podstawki: 5,5 x 2,5 cm","Chopstick rest featuring a panda design, ideal for holding chopsticks.",needs_review,review_brand_missing:1 sztuka
ade5c8b4-ecfd-4795-a2e1-1872e37d4ce3,KIMCHI-4796,KIMCHI-4796,Owoce / Marynowane warzywa,"Rzodkiew Oshinko (Takuan) marynowana, pocięta 400g - Sakura","Oshinko (Takuan) Pickled Radish, Sliced 400g - Sakura","Rzodkiew Oshinko (Takuan) marynowana, pocięta 400g - Sakura Produkt zawiera źródło fenyloalaniny. Zawiera siarczyny.","Oshinko (Takuan) pickled radish, sliced for easy serving.",translated,
f5497082-c367-4c22-940c-7718262f4248,KIMCHI-5252,KIMCHI-5252,Ramyun / Ramen,"Samgyetang Noodles High Protein, zupa makaronowa kurczak z imbirem 4 x 100g - Paldo","Samgyetang Noodles High Protein, Chicken Ginger Soup 4 x 100g - Paldo","Uwaga! Krótka data minimalnej trwałości. Najlepiej spożyć do: 15.02.2026 Produkty z krótkim terminem ważności nie podlegają zwrotom. Samgyetang Noodles High Protein, zupa makaronowa kurczak z imbirem, duża zawartość białka 4 x 100g - Paldo W małym garnku lub rondelku zagotuj 500 ml wody. Do wrzątku dodaj makaron oraz zawartość saszetek z przyprawą i suszonymi płatkami. Gotuj na średnim ogniu przez 4 minuty. Po tym czasie zdejmij danie z palnika, dobrze wymieszaj i gotowe. Smacznego!",High protein chicken ginger soup noodles for a hearty meal.,needs_review,review_possible_claim
17ff0e07-0b7e-4b2e-b339-31b9acdb52d7,KIMCHI-4249,KIMCHI-4249,"Sosy, marynaty",Sos rybny sezonowany fermentowany 370g - Healthy Boy,Fermented Seasoned Fish Sauce 370g - Healthy Boy,Sos rybny sezonowany fermentowany 370g - Healthy Boy,Fermented fish sauce for adding depth of flavor to your dishes.,needs_review,review_possible_claim
8f24241e-2604-4405-b268-efaa3da2ea57,KIMCHI-226,KIMCHI-226,"Sosy, marynaty",Sos sojowy słodki Healthy Boy 700ml,Healthy Boy Sweet Soy Sauce 700ml,"Słodki sos sojowy Healthy Boy to delikatna, aromatyczna wersja klasycznego sosu sojowego. Łączy słodycz z subtelną słonością, tworząc harmonijny dodatek do wielu potraw. Idealny do marynat, dań stir-fry oraz kuchni tajskiej i chińskiej.","Healthy Boy Sweet Soy Sauce is a delicate, aromatic version of classic soy sauce. It combines sweetness with subtle saltiness, perfect for marinades and stir-fry dishes.",needs_review,review_possible_claim
cbb0164b-0207-4da2-9c0b-e3579b16a44d,KIMCHI-4418,KIMCHI-4418,Komplety do sushi i herbaty,"Stojak na miotełkę chasen do matchy, porcelanowy ⌀6cm - miętowo-zielony",Porcelain Chasen Whisk Stand for Matcha ⌀6cm - Mint Green,"Porcelanowy stojak kusenaoshi na trzepaczkę do matchy w kolorze miętowo-zielonym. Przechowywanie chasen na dedykowanym uchwycie pozwala na bezpiecznie wysuszenie przyrządu oraz zapobiega jego odkształcaniu. Odpowiednie dbanie o miotełkę sprawi, że będzie nam ona służyć długo i niezawodnie. Uwaga! Aby uniknąć połamania pręcików, na stojak nakładamy wyłącznie wilgotny chasen. Myć ręcznie z użyciem płynu do naczyń. Materiał: porcelana Średnica: 6 cm Wysokość: 8 cm","Porcelain stand for chasen whisk, ideal for matcha preparation.",needs_review,review_brand_missing:miętowo-zielony
